b.p,b.p.l,b.p.l.d.pl,Block,Light,Plot,Density,no.plants,Plant.ID,species,competitor,Focal.1,Focal.2,Colwell P,Canopy Cover,Soil.Moisture.1.avg,Soil.Moisture.2.avg,Soil.Moisture.3.avg,Soil.Moisture.Mean,Soil.Moisture.Coefficient.Variation,Height,Lat.1,Lat.2,avg.lat,canopy.arch,Longest.Leaf,NearestNeighbour.ID,NearestNeighbour.Distandce,no.developed.flowers,Mean.seed.per.flower,Extrapolated.Seed.Total
12.cpl2,12.cpl2.o,12.cpl2.o.l.p.1,12,o,cpl2,l,2,p.1,p,c,A.calendula,P.airoides,15.62229905,0,14.575,12.35,4.433333333,10.45277778,0.395429387,85,31,10,20.5,0.241176471,28,c.1,17,3,129,386
12.cpl2,12.cpl2.o,12.cpl2.o.l.c.1,12,o,cpl2,l,2,c.1,c,p,A.calendula,P.airoides,15.62229905,0,14.575,12.35,4.433333333,10.45277778,0.395429387,89,83,52,67.5,0.758426966,86,p.1,17,12,45,536
12.cpm,12.cpm.o,12.cpm.o.m.p.1,12,o,cpm,m,4,p.1,p,c,A.calendula,P.airoides,11.2,0,11.475,8.525,4.225,8.075,0.292685667,44,37,11,24,0.545454545,20,c.1,17,1,154,154
12.cpm,12.cpm.o,12.cpm.o.m.p.2,12,o,cpm,m,4,p.2,p,c,A.calendula,P.airoides,11.2,0,11.475,8.525,4.225,8.075,0.292685667,48,17,0,8.5,0.177083333,15,p.1,30,2,63,126
12.cpm,12.cpm.o,12.cpm.o.m.c.1,12,o,cpm,m,4,c.1,c,p,A.calendula,P.airoides,11.2,0,10.75,10,4.1,8.283333333,0.366364817,32,57,26,41.5,1.296875,56,p.1,17,4,26,103
12.cpm,12.cpm.o,12.cpm.o.m.c.2,12,o,cpm,m,4,c.2,c,p,A.calendula,P.airoides,11.2,0,10.75,10,4.1,8.283333333,0.366364817,NA,NA,NA,NA,NA,NA,c.1,48,NA,NA,NA
12.cpm2,12.cpm2.s,12.cpm2.s.m.p.1,12,s,cpm2,m,4,p.1,p,c,A.calendula,P.airoides,15.62229905,74.90362244,12.975,12.125,6.85,10.65,0.255545301,98,43,0,21.5,0.219387755,41,c.1,14,2,134,268
12.cpm2,12.cpm2.s,12.cpm2.s.m.p.2,12,s,cpm2,m,4,p.2,p,c,A.calendula,P.airoides,15.62229905,74.90362244,12.975,12.125,6.85,10.65,0.255545301,81,53,0,26.5,0.327160494,38,c.1,83,1,98,98
12.cpm2,12.cpm2.s,12.cpm2.s.m.c.1,12,s,cpm2,m,4,c.1,c,p,A.calendula,P.airoides,15.62229905,74.90362244,12.975,12.125,6.85,10.65,0.255545301,102,163,24,93.5,0.916666667,166,p.1,14,7,49,343
12.cpm2,12.cpm2.s,12.cpm2.s.m.c.2,12,s,cpm2,m,4,c.2,c,p,A.calendula,P.airoides,15.62229905,74.90362244,11.25,10.875,5.6,9.241666667,0.292205649,89,150,110,130,1.460674157,141,p.1,58,6,36,215
